Hip,Knee,Ankle,Body
164.9,169.45,157.53,169.96
164.62,169.59,159.37,169.76
163.24,168.9,168.09,168.58
163.02,167.65,166.05,168.81
163.18,163.73,160.35,170.05
165.41,165.01,147.9,171.88
163.56,164.39,138.09,170.69
164.62,170.39,155.16,169.14
163.19,175.13,172.59,165.49
163.48,177.07,178.01,164.95
162.35,177.11,162.0,160.93
159.57,177.99,144.79,158.56
159.21,176.46,165.93,160.85
157.89,169.78,179.76,162.84
162.18,172.64,171.98,165.69
162.65,174.43,167.55,165.32
163.62,174.31,170.86,166.34
163.49,174.23,172.46,166.14
162.65,171.11,179.19,166.61
160.39,155.56,148.22,170.3
159.89,150.24,130.71,173.49
161.94,154.26,133.34,174.48
163.11,157.47,147.07,174.33
166.12,161.27,153.37,175.43
167.31,165.1,160.4,174.61
166.85,164.67,160.88,174.27
164.91,162.15,165.41,173.53
163.64,155.16,150.56,174.98
164.21,155.03,149.05,176.11
163.88,155.28,151.64,175.83
162.8,155.78,151.04,174.68
163.27,160.47,159.87,172.56
164.43,161.55,158.99,172.98
162.84,156.39,146.06,173.63
160.71,144.01,121.14,176.73
159.99,136.92,110.46,178.93
161.58,143.3,119.05,178.22
166.2,155.14,131.92,177.62
168.01,161.23,143.7,177.58
168.66,165.33,153.5,176.22
168.85,165.58,165.18,176.14
167.59,162.09,156.09,176.08
165.89,158.15,150.3,175.74
164.51,155.15,138.8,176.22
164.06,155.92,139.61,175.6
165.97,160.61,141.67,175.09
166.53,163.52,145.66,174.42
166.82,164.71,156.89,174.09
164.35,162.6,154.8,172.5
160.84,153.94,138.94,172.19
158.68,147.99,123.33,172.33
159.87,149.7,117.28,173.21
163.22,167.64,140.15,168.83
163.96,177.16,168.92,162.69
164.74,172.64,171.15,161.14
163.38,173.04,155.74,159.78
162.17,173.98,144.78,159.18
161.94,177.35,158.14,160.69
161.14,179.72,162.21,161.28
161.19,179.97,158.02,161.17
159.59,176.94,162.17,161.1
161.17,178.81,165.44,161.72
161.5,174.22,177.24,164.15
161.01,173.25,179.8,164.07
158.76,160.62,156.55,166.76
159.09,147.01,128.99,172.5
160.3,146.64,124.69,173.97
161.72,154.67,131.87,172.88
165.71,165.06,145.33,172.37
168.46,173.03,149.9,171.88
168.61,179.4,166.74,168.91
168.11,173.0,156.84,164.62
166.86,171.77,160.58,162.92
167.56,172.43,160.32,163.93
165.93,175.97,161.59,164.05
163.33,178.89,164.27,163.85
161.65,175.4,167.39,163.66
161.78,175.73,176.2,163.62
161.95,176.35,173.5,163.54
161.04,176.23,172.25,162.75
162.57,170.32,155.06,166.6
163.89,168.87,149.1,168.68
165.73,170.58,152.45,169.85
166.67,171.58,151.16,170.46
169.13,177.31,172.11,170.5
169.58,179.07,177.77,170.06
169.84,179.11,171.53,169.4
170.66,176.04,165.93,168.72
171.45,174.84,168.55,169.08
170.14,178.09,172.73,169.27
166.81,177.37,174.46,168.05
166.66,174.14,177.45,169.42
165.03,173.75,179.35,167.99
161.6,171.7,178.9,165.34
159.06,173.44,175.13,161.98
158.82,167.66,156.21,164.06
162.04,160.35,142.9,170.24
163.81,161.85,135.11,171.92
166.36,168.58,147.26,171.57
168.97,175.1,171.0,171.66
169.12,176.01,171.37,171.23
164.8,173.69,167.93,167.96
163.85,172.75,160.6,167.34
165.95,172.63,153.06,169.21
165.18,171.36,153.02,168.99
164.09,169.4,152.92,168.89
163.15,166.66,153.28,169.28
162.68,167.95,156.74,168.29
162.22,168.11,173.36,167.83
161.45,167.75,173.14,167.22
159.5,167.01,170.71,165.49
157.71,161.51,164.83,165.35
156.97,156.96,157.86,166.89
157.4,163.23,155.75,164.96
157.85,168.54,157.88,163.03
159.06,174.17,165.77,162.0
159.48,177.32,176.87,160.87
158.22,179.62,161.73,158.03
160.4,179.27,171.0,160.06
163.02,178.24,167.31,162.2
163.46,178.28,172.54,162.62
161.71,175.88,176.89,163.66
164.07,175.78,170.67,166.09
166.63,176.77,169.32,168.45
163.98,175.34,165.89,166.83
159.91,171.79,169.82,164.66
158.67,170.46,170.21,163.82
158.95,169.97,168.13,163.81
154.82,165.42,162.64,161.88
153.51,163.83,158.72,161.53
152.58,163.43,160.84,160.6
152.32,164.03,169.79,160.02
153.26,167.17,179.16,159.36
155.3,169.33,169.14,160.29
155.77,171.64,163.21,159.68
