Hip,Knee,Ankle,Body
170.0,173.01,162.64,173.33
169.55,173.9,165.22,172.71
170.29,174.08,166.82,173.33
171.23,173.83,165.19,174.36
172.38,173.6,163.44,175.58
173.33,173.7,160.43,176.44
174.23,173.98,161.37,177.19
175.46,174.53,162.86,178.22
176.36,173.52,163.63,179.6
176.42,172.53,163.39,179.9
176.32,171.28,161.37,179.51
175.68,171.1,159.03,179.86
174.97,172.62,159.55,178.5
174.32,171.87,158.97,178.24
173.98,171.51,162.04,178.12
174.06,171.84,157.32,178.19
174.45,171.74,155.48,178.59
174.47,171.43,152.38,178.74
174.02,171.26,151.45,178.42
173.85,171.19,151.66,178.27
173.6,170.83,152.44,178.13
173.38,169.66,151.03,178.39
173.46,168.86,149.57,178.73
172.61,167.94,147.68,178.21
170.81,168.02,148.98,176.5
169.07,167.86,151.72,174.9
168.52,170.18,155.51,173.44
169.9,173.41,156.17,173.25
169.21,172.59,153.78,172.94
169.44,172.98,150.21,172.89
169.48,173.91,148.48,172.51
170.04,175.3,157.43,172.36
169.78,174.65,154.4,172.43
169.94,172.66,154.27,173.55
171.27,174.11,153.92,174.18
170.6,172.9,153.14,174.07
169.49,172.24,148.74,173.28
168.0,172.17,150.76,171.86
168.02,172.52,154.0,171.75
168.0,172.94,157.59,171.61
167.94,172.75,156.98,171.61
167.93,172.27,151.22,171.74
168.79,172.25,147.6,172.52
168.63,172.51,146.91,172.29
168.99,172.78,147.42,172.55
168.87,171.69,147.38,172.87
169.34,171.57,145.83,173.41
169.4,170.24,143.66,173.95
168.46,167.4,138.88,174.37
168.66,168.52,139.99,174.05
170.58,169.78,144.75,175.28
172.41,172.02,149.28,176.33
174.5,174.39,151.07,177.31
174.52,174.64,145.45,177.17
174.11,174.72,144.7,176.72
172.99,174.24,148.02,175.79
172.13,176.61,157.13,173.77
171.9,178.76,164.21,172.51
172.0,179.26,166.55,172.35
171.61,177.92,162.1,172.61
171.16,172.26,155.4,174.78
170.47,170.95,151.52,174.72
169.42,170.7,150.77,173.85
171.16,173.25,153.56,174.6
171.03,173.55,156.08,174.32
171.42,174.18,154.8,174.33
171.76,175.1,157.17,174.15
171.97,176.71,162.01,173.56
171.59,176.47,161.64,173.3
170.91,177.31,165.42,172.23
171.35,177.67,163.37,172.5
171.52,176.67,162.01,173.11
