Hip,Knee,Ankle,Body
172.2,168.27,132.77,177.51
172.45,167.78,132.74,178.06
173.06,168.85,134.58,178.26
173.01,169.8,136.88,177.73
173.52,172.88,141.34,177.12
173.26,174.02,140.86,176.29
172.48,173.23,135.46,175.8
172.11,173.85,137.54,175.06
171.0,173.37,139.72,174.16
170.92,174.22,142.8,173.68
170.38,172.33,146.16,174.0
169.88,171.43,142.33,173.91
169.74,170.26,141.9,174.21
169.84,170.74,144.28,174.1
170.61,171.65,146.85,174.48
170.34,172.7,151.62,173.85
172.01,177.18,155.45,173.41
172.58,179.61,154.49,172.77
173.59,179.87,150.12,173.53
172.82,178.67,144.14,173.49
173.01,177.07,141.96,174.47
173.28,175.66,151.98,175.37
173.41,174.4,150.6,176.08
173.57,173.0,146.47,176.82
173.21,170.55,141.11,177.59
172.81,170.65,139.42,177.21
171.94,171.38,146.05,175.94
172.34,173.32,149.93,175.51
173.53,176.3,151.4,175.38
173.91,176.98,149.69,175.41
174.14,177.38,149.23,175.44
173.79,177.62,149.26,174.97
173.39,177.79,149.55,174.49
172.96,177.51,149.14,174.21
172.65,177.08,146.01,174.09
172.46,176.81,143.04,174.03
172.41,176.73,141.34,174.02
172.21,176.59,140.38,173.9
171.93,176.34,139.86,173.74
171.74,176.18,139.18,173.63
171.57,176.07,138.5,173.5
171.43,176.01,137.96,173.4
171.32,175.91,137.44,173.34
171.27,175.86,137.15,173.32
171.23,175.81,136.99,173.31
171.19,175.75,136.84,173.3
171.16,175.7,136.77,173.29
171.14,175.66,136.7,173.28
171.12,175.63,136.66,173.28
171.1,175.6,136.66,173.28
171.08,175.58,136.69,173.28
171.07,175.56,136.7,173.27
171.06,175.55,136.8,173.26
171.05,175.54,136.87,173.26
171.04,175.54,136.99,173.26
171.03,175.54,137.05,173.25
171.03,175.54,137.17,173.24
171.02,175.54,137.32,173.23
171.02,175.55,137.39,173.23
171.01,175.55,137.47,173.22
171.01,175.55,137.59,173.21
171.0,175.56,137.69,173.21
171.0,175.57,137.78,173.2
171.01,175.59,137.93,173.2
