Hip,Knee,Ankle,Body
162.42,166.88,167.69,168.56
162.64,167.84,173.42,168.27
162.66,168.58,175.92,167.93
162.53,166.57,171.11,168.39
163.18,166.29,167.26,169.06
160.31,161.52,165.49,168.47
159.36,158.91,163.34,168.82
157.76,154.84,156.78,168.52
158.17,152.96,152.75,169.78
158.07,147.71,138.19,172.18
158.39,146.96,135.1,172.76
159.87,147.12,127.09,174.4
160.95,147.48,124.28,175.29
163.18,152.16,127.7,175.64
163.84,153.83,128.87,175.7
165.68,158.37,141.84,175.94
166.51,160.25,146.25,175.9
166.98,162.93,149.24,175.28
167.47,164.24,150.8,175.27
166.09,165.69,147.63,173.39
165.48,165.88,150.57,172.65
165.71,167.38,150.4,171.52
165.34,170.1,154.06,169.97
165.7,169.15,151.6,170.28
165.32,169.8,152.74,169.57
166.12,170.17,150.55,170.38
167.35,170.22,150.74,171.53
168.71,173.27,158.45,171.74
169.21,174.72,161.61,171.6
169.97,174.63,160.92,172.44
167.47,174.03,149.21,170.26
166.21,171.89,160.78,170.01
164.09,169.75,174.35,168.5
162.45,168.58,175.33,167.56
160.95,163.49,168.44,167.99
161.08,162.26,147.29,168.96
161.83,163.1,136.85,169.34
161.52,169.76,151.17,166.2
163.39,175.31,164.72,165.6
164.13,179.46,177.83,164.41
162.59,177.25,160.75,161.14
163.31,173.95,143.67,160.25
161.89,178.83,162.22,162.43
161.29,171.53,175.63,165.39
164.17,174.76,169.53,166.63
164.9,176.23,165.53,166.71
165.28,176.7,167.31,166.86
164.33,174.84,173.34,166.62
162.56,172.76,178.15,165.74
159.02,153.82,146.73,169.45
157.28,148.31,131.29,171.83
160.64,152.47,132.79,174.23
163.47,158.53,145.54,174.08
165.88,162.44,146.25,174.8
167.41,164.24,146.89,175.26
167.24,164.51,148.69,174.73
165.25,159.89,148.4,174.59
164.8,154.16,144.71,176.45
163.49,153.21,139.81,176.06
163.4,152.31,139.66,176.07
163.12,153.28,142.77,175.19
163.97,160.24,151.58,173.03
164.3,158.62,149.49,173.73
159.87,152.43,143.73,171.98
156.85,141.14,128.59,173.83
157.03,131.9,110.8,177.81
159.66,140.86,118.58,177.05
163.56,150.02,130.24,177.18
165.7,157.63,141.68,176.82
166.45,161.64,137.9,175.92
168.17,161.74,142.89,177.12
166.47,159.2,140.72,176.33
165.87,155.33,138.27,176.73
165.36,153.63,140.8,177.45
165.49,153.48,140.11,177.14
166.95,158.38,142.94,176.85
167.82,166.39,159.82,174.05
166.31,164.9,160.61,173.11
163.89,164.69,160.22,170.92
161.62,160.61,144.6,170.16
160.54,150.88,124.21,172.02
161.99,152.61,114.85,173.34
163.96,167.97,135.86,169.26
166.4,176.85,165.31,164.99
167.17,170.35,164.35,162.16
165.12,169.95,144.89,160.0
163.28,171.75,150.76,159.29
162.41,179.02,167.94,161.95
163.0,179.27,167.99,162.64
161.75,179.22,166.62,162.12
160.56,175.81,173.11,162.61
162.42,178.43,167.05,163.13
162.64,178.12,169.46,163.44
160.22,172.9,175.82,163.3
158.17,157.45,149.22,167.09
158.14,154.81,148.54,168.0
158.14,151.55,142.94,169.23
157.74,150.55,142.07,169.3
157.77,150.38,141.78,169.55
157.71,150.18,143.01,169.63
157.51,150.14,143.5,169.53
157.51,150.2,143.91,169.54
157.51,150.24,144.15,169.55
157.52,150.19,144.15,169.58
157.54,150.25,144.26,169.57
157.56,150.29,144.36,169.57
157.58,150.46,144.5,169.53
157.62,150.69,144.7,169.51
157.72,150.85,144.82,169.56
157.83,151.0,144.9,169.63
157.94,151.13,144.94,169.69
158.03,151.25,144.96,169.74
158.1,151.34,144.96,169.78
158.18,151.45,144.95,169.82
158.25,151.55,144.94,169.86
158.3,151.64,144.95,169.89
158.35,151.72,145.0,169.91
