right_wrist torque_torque
Time - s,Torque - Nm [magnitude t1 ax1 t2 ax2 t3 ax3]
0,0.21733,-0.088934,-0.41457,-0.065138,-0.90768,-0.1983,-0.83213,-0.37661,0.40709,8.6042e-16,-0.36836,0.92408,0.10193
0.1,0.24973,-0.11414,-0.41742,-0.063606,-0.90649,-0.22189,-0.82783,-0.38479,0.4082,-0.010139,-0.37477,0.92081,0.10796
0.2,0.17832,0.029147,-0.42034,-0.066033,-0.90496,-0.17413,-0.82523,-0.38683,0.41153,0.025042,-0.37724,0.91978,0.10811
0.3,0.29517,-0.24636,-0.4203,-0.065882,-0.90499,-0.16037,-0.81821,-0.40366,0.40939,0.026772,-0.39228,0.91253,0.11575
0.4,0.32758,-0.24045,-0.41558,-0.056374,-0.90781,-0.22151,-0.82592,-0.39468,0.4026,0.020729,-0.38099,0.91709,0.11746
0.5,0.59105,0.50452,-0.40646,-0.032362,-0.9131,0.29878,-0.84202,-0.37469,0.3881,0.074327,-0.35468,0.92659,0.12504
0.6,0.4227,-0.33303,-0.43769,0.068576,-0.89651,-0.22626,-0.82079,-0.43752,0.36725,0.12874,-0.36706,0.89659,0.24779
0.7,1.1432,-0.23876,-0.4792,0.1367,-0.86699,0.66727,-0.7753,-0.52896,0.34512,0.89699,-0.41143,0.83756,0.35947
0.8,1.2263,-0.045212,-0.59672,0.16774,-0.78472,-0.051165,-0.64196,-0.68653,0.34141,-1.2244,-0.48147,0.70749,0.51735
0.9,0.73872,0.089544,-0.5352,0.42229,-0.73159,-0.066766,-0.79042,-0.55588,0.25737,-0.73022,-0.29799,0.71601,0.63129
1,6.2655,-0.11216,-0.12627,0.57904,-0.80546,-4.7457,-0.98865,-0.14013,0.054254,4.0893,-0.081454,0.80317,0.59016
1.1,3.2451,0.8967,-0.0032498,-0.25816,-0.9661,0.73239,-0.98208,0.1829,-0.04557,-3.0315,0.18846,0.94863,-0.25413
1.2,10.4425,5.99739,-0.542,-0.577745,-0.610284,6.46196,-0.820009,0.522503,0.233615,5.59649,0.183905,0.627058,-0.756952
1.3,4.5476,-0.81132,-0.68,0.085652,-0.72819,-2.7805,-0.69269,-0.40064,0.59972,3.5059,-0.24037,0.91222,0.33176
1.4,9.8218,-2.7509,-0.43265,-0.66066,-0.61347,-0.81804,0.80986,-0.5838,0.057551,-9.3931,-0.39616,-0.47193,0.78762
1.5,6.2141,0.11036,0.71058,-0.16076,-0.68501,-3.981,0.147,0.98598,-0.078904,4.7701,0.68809,-0.044626,0.72425
1.6,2.6838,0.93178,0.58563,0.18618,-0.78891,-2.08,-0.77734,0.40484,-0.48151,-1.417,0.22973,0.89523,0.38181
